territory,habitat,hectare,country,hectare_UpperCI,hectare_LowerCI,stock_MgHa_mean,n,stock_MgHa_se,stock_MgHa_upper_CI,stock_MgHa_lower_CI,n_sites,TierIII_mean,TierIII_LowerCI,TierIII_UpperCI,tierII_gtlt_tier_I,tier_II_overlaps_TierI,tierIII_gtlt_tier_II,tierII_overlaps_tierIII,tierIII_gtlt_tier_I,tierIII_overlaps_tierI,text_position,TierI_mean,TierI_LowerCI,TierI_UpperCI,compiled_EF,compiled_UpperCI,compiled_LowerCI,TierIorII,Total_Stocks,Total_Stocks_se,Total_Stocks_UpperCI,Total_Stocks_LowerCI,Total_SE,Total_Stockers_UpperCI,Total_Stockers_LowerCI
Guadeloupe,mangrove,3000.738882327642,France,3478.681526516888,2634.8392393146623,323.2541139304527,2,61.28448343745785,NA,NA,1,504.58863576375967,395.76460499430965,613.4126665332096,less than,Country-specific average overlaps Tier I,greater than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate overlaps Tier I,323.2541139304527,386,351,424,323.2541139304527,NA,NA,Tier II,970001.188543479,NA,NA,NA,NA,NA,NA
Guadeloupe,marsh,0,France,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Guadeloupe,seagrass,8200,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,885600,NA,NA,NA,NA,NA,NA
Equatorial Guinea,mangrove,12673.725328361335,Equatorial Guinea,14692.332755631596,11128.335424360474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,4892057.976747476,422925.0481667525,5704074.0692276405,4080041.8842673106,NA,NA,NA
Equatorial Guinea,marsh,27.092528076171877,Equatorial Guinea,30.62767262468901,16.410243462174456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,6908.5946594238285,971.4338888354366,8773.747725987867,5043.44159285979,NA,NA,NA
Equatorial Guinea,seagrass,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Albania,mangrove,0,Albania,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Albania,marsh,8590.465595664544,Albania,9711.384896157837,5203.339883304375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,2190568.7268944588,308021.0668063494,2781969.1751626497,1599168.2786262678,NA,NA,NA
Albania,seagrass,4406,Albania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,475848,NA,NA,NA,NA,NA,NA
Palau,mangrove,5612.048089753781,Palau,6505.906972021319,4927.734501288614,447.32099999999997,5,72.62062634678938,589.6548121744477,304.98718782555227,1,593.1830337901661,458.3438426904121,728.02222488992,greater than,Country-specific average overlaps Tier I,greater than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate is significantly greater than Tier I,304.98718782555227,386,351,424,447.32099999999997,589.6548121744477,304.98718782555227,Tier II,2510386.9635567507,445559.63146356755,3365861.4559668005,1654912.471146701,NA,NA,NA
Palau,marsh,0,Palau,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Palau,seagrass,7998,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,863784,NA,NA,NA,NA,NA,NA
Cayman Islands,mangrove,7545.221162515845,United Kingdom,8746.986159344959,6625.183185843577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,2912455.3687311164,251785.7173726839,3395883.9460866693,2429026.7913755635,NA,NA,NA
Cayman Islands,marsh,67.91645802298751,United Kingdom,76.77847694051047,41.137748685255104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,17318.696795861815,2435.2230529282447,21994.325057484046,12643.068534239585,NA,NA,NA
Cayman Islands,seagrass,6390,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,690120,NA,NA,NA,NA,NA,NA
Micronesia,mangrove,9406.40783512781,Micronesia,10904.613313625205,8259.423241040771,444.9246290285935,55,17.290507617232716,478.81340123278505,411.0358568244019,1,508.13497477824615,371.6041778471037,644.6657717093885,greater than,Country-specific average overlaps Tier I,greater than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate overlaps Tier I,411.0358568244019,386,351,424,444.9246290285935,478.81340123278505,411.0358568244019,Tier II,4185142.516535896,341453.7728781515,4840733.760461947,3529551.272609845,NA,NA,NA
Micronesia,marsh,0,Micronesia,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Micronesia,seagrass,4869,Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,525852,NA,NA,NA,NA,NA,NA
Sweden,mangrove,0,Sweden,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Sweden,marsh,13303.231793345994,Sweden,15039.092220238721,8057.914416431018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,3392324.1073032287,477002.7425552583,4308169.373009324,2476478.841597133,NA,NA,NA
Sweden,seagrass,1825,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,197100,NA,NA,NA,NA,NA,NA
Ireland,mangrove,0,Ireland,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Ireland,marsh,14933.481103135866,Ireland,16882.06316840889,9045.374427636947,111.76875077977,4,20.587872391425694,NA,NA,1,254.15547531277736,198.7439789214556,309.5669717040991,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,111.76875077977,255,254,297,111.76875077977,NA,NA,Tier II,1669096.5276907973,NA,NA,NA,NA,NA,NA
Ireland,seagrass,1710,Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,184680,NA,NA,NA,NA,NA,NA
Latvia,mangrove,0,Latvia,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Latvia,marsh,17386.1773217883,Latvia,19654.79728246037,10530.999614540076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,4433475.217056016,623401.4707007639,5630406.040801483,3236544.3933105497,NA,NA,NA
Latvia,seagrass,NA,Latvia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Poland,mangrove,0,Poland,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Poland,marsh,17726.68909170813,Poland,20039.740429317546,10737.251354149232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,4520305.718385573,635610.9135374543,5740678.672377485,3299932.7643936602,NA,NA,NA
Poland,seagrass,265,Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,28620,NA,NA,NA,NA,NA,NA
Portugal,mangrove,0,Portugal,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Portugal,marsh,17113.647422986734,Portugal,19346.706561008832,10365.9252450504,75.57075318088846,4,17.735557392823285,NA,NA,1,168.39210977319286,121.35896482017606,215.42525472620966,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,75.57075318088846,255,254,297,75.57075318088846,NA,NA,Tier II,1293291.2254272783,NA,NA,NA,NA,NA,NA
Portugal,seagrass,1691,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,182628,NA,NA,NA,NA,NA,NA
Togo,mangrove,144.0890219665527,Togo,167.03879895745092,126.51930871687634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,55618.362479089345,4808.282882629248,64850.2656137375,46386.45934444119,NA,NA,NA
Togo,marsh,567.640457989502,Togo,641.7085207755755,343.8260943533236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,144748.316787323,20353.404304489904,183826.85305194362,105669.78052270241,NA,NA,NA
Togo,seagrass,18889,Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,2040012,NA,NA,NA,NA,NA,NA
Netherlands,mangrove,0,Netherlands,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Netherlands,marsh,20001.804852331858,Netherlands,22611.722656437185,12115.314096448363,103.17913881797335,1,NA,NA,NA,1,264.24102357424067,189.79838708712094,338.6836600613604,less than,NA,greater than,NA,greater than,Remote-sensing esimate overlaps Tier I,103.17913881797335,255,254,297,103.17913881797335,NA,NA,Tier II,2063768.9994687617,NA,NA,NA,NA,NA,NA
Netherlands,seagrass,276,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,29808,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,mangrove,20425.148104235966,Democratic Republic of the Congo,23678.363287465498,17934.57671735474,533.449564712821,2,0.03881098979576336,NA,NA,1,430.2559021808136,356.80994441185265,503.7018599497746,greater than,Country-specific average is significantly greater than Tier I,less than,Remote-sensing esimate is significantly less than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,533.449564712821,386,351,424,533.449564712821,NA,NA,Tier II,10895786.365399579,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,marsh,254.00552694544177,Democratic Republic of the Congo,287.14921332826225,153.8539528756146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,64771.409371087655,9107.661571210965,82258.1195878127,47284.699154362606,NA,NA,NA
Democratic Republic of the Congo,seagrass,NA,Democratic Republic of the Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Guyana,mangrove,20359.90119306479,Guyana,23602.724175415402,17877.285787174056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,7858921.860523009,679414.45547018,9163397.615025755,6554446.106020263,NA,NA,NA
Guyana,marsh,3740.49528603688,Guyana,4228.570503012192,2265.6593043071343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,953826.2979394044,134119.7791387083,1211336.2738857244,696316.3219930844,NA,NA,NA
Guyana,seagrass,NA,Guyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,mangrove,921.8812352540735,Antigua and Barbuda,1068.7138563130595,809.470249790994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,355846.1568080724,30763.382961390485,414911.8520939421,296780.4615222027,NA,NA,NA
Antigua and Barbuda,marsh,43.62834771728515,Antigua and Barbuda,49.32115405709732,26.426172038287508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,11125.228667907713,1564.3448026447688,14128.770688985669,8121.686646829758,NA,NA,NA
Antigua and Barbuda,seagrass,25101,Antigua and Barbuda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,2710908,NA,NA,NA,NA,NA,NA
South Korea,mangrove,0,South Korea,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
South Korea,marsh,19347.05367490345,South Korea,21871.536851091685,11718.724077291177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,4933498.68710038,693710.9573561435,6265423.7252241755,3601573.648976584,NA,NA,NA
South Korea,seagrass,7000,South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,756000,NA,NA,NA,NA,NA,NA
Turkey,mangrove,0,Turkey,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Turkey,marsh,27065.539451589266,Turkey,30597.162413313283,16393.896154205828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,6901712.560155263,970466.1805263824,8765007.626765918,5038417.493544609,NA,NA,NA
Turkey,seagrass,231,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,24948,NA,NA,NA,NA,NA,NA
Kiribati,mangrove,17.82347323120117,Kiribati,20.66230668483001,15.650141012608003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,6879.860667243652,594.7732872146136,8021.82537869571,5737.895955791593,NA,NA,NA
Kiribati,marsh,0,Kiribati,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Kiribati,seagrass,27786,Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,3000888,NA,NA,NA,NA,NA,NA
Uruguay,mangrove,0,Uruguay,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Uruguay,marsh,30830.087188483616,Uruguay,34852.923829946114,18674.124293629542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,7861672.2330633225,1105448.3880736467,9984133.138164725,5739211.327961921,NA,NA,NA
Uruguay,seagrass,NA,Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
El Salvador,mangrove,33594.80797582847,El Salvador,38945.6205538768,29498.37415486561,277.64946428571426,28,23.945269135955417,324.5813293923054,230.7175991791231,3,305.27723793266745,191.93062521129042,418.6238506540444,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate overlaps Tier I,230.7175991791231,386,351,424,277.64946428571426,324.5813293923054,230.7175991791231,Tier II,9327580.437270217,1046346.4905986908,11336565.699219704,7318595.175320731,NA,NA,NA
El Salvador,marsh,395.2587894104004,El Salvador,446.8337827336183,239.41261393372022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,100790.9912996521,14172.460458979287,128002.11538089233,73579.86721841188,NA,NA,NA
El Salvador,seagrass,NA,El Salvador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Croatia,mangrove,0,Croatia,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Croatia,marsh,5435.881462294108,Croatia,6145.177644023105,3292.573434895618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1386149.7728849975,194909.8088343096,1760376.605846872,1011922.9399231231,NA,NA,NA
Croatia,seagrass,29966,Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,3236328,NA,NA,NA,NA,NA,NA
Guatemala,mangrove,34562.32593733862,Guatemala,40067.23992539235,30347.916347537583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,13341057.811812706,1153352.5449769143,15555494.698168382,11126620.92545703,NA,NA,NA
Guatemala,marsh,1317.1343201917705,Guatemala,1488.9994262682308,797.802804004206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,335869.2516489015,47227.37247646706,426545.80680371827,245192.69649408472,NA,NA,NA
Guatemala,seagrass,481,Guatemala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,51948,NA,NA,NA,NA,NA,NA
Bahrain,mangrove,84.12919578515147,Bahrain,97.52887228612059,73.87077480555658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,32473.869573068467,2807.410075397755,37864.096917832154,27083.642228304776,NA,NA,NA
Bahrain,marsh,0,Bahrain,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Bahrain,seagrass,36598,Bahrain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,3952584,NA,NA,NA,NA,NA,NA
American Samoa,mangrove,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,NA,NA,NA,NA,NA,NA,NA
American Samoa,marsh,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,NA,NA,NA,NA,NA,NA,NA
American Samoa,seagrass,38114,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,4116312,NA,NA,NA,NA,NA,NA
Costa Rica,mangrove,38794.395821399805,Costa Rica,44973.37268199942,34063.94237689896,248.816481197535,160,11.91778637763886,272.17491327314923,225.45804912192077,3,336.2346862532462,265.3625705962396,407.1068019102527,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate overlaps Tier I,225.45804912192077,386,351,424,248.816481197535,272.17491327314923,225.45804912192077,Tier II,9652685.058465056,832619.5733037204,11251314.6392082,8054055.477721913,NA,NA,NA
Costa Rica,marsh,1582.3950128504612,Costa Rica,1788.872425646758,958.4741350529551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,403510.7282768676,56738.60101520384,512448.84222605894,294572.61432767625,NA,NA,NA
Costa Rica,seagrass,16,Costa Rica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,1728,NA,NA,NA,NA,NA,NA
Kenya,mangrove,32027.00631160523,Kenya,37128.107301159085,28121.744762456125,359.77009968180806,61,26.333217404678276,411.3822573920408,308.1579419715753,2,379.51890554632314,310.65003229757076,448.3877787950755,less than,Country-specific average overlaps Tier I,greater than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate overlaps Tier I,308.1579419715753,386,351,424,359.77009968180806,411.3822573920408,308.1579419715753,Tier II,11522359.25323611,1180889.2305689524,13789666.575928498,9255051.93054372,NA,NA,NA
Kenya,marsh,174.16964630126955,Kenya,196.89601845480132,105.49647827211922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,44413.259806823735,6245.053852037629,56403.76320273598,32422.756410911486,NA,NA,NA
Kenya,seagrass,11322,Kenya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,1222776,NA,NA,NA,NA,NA,NA
Estonia,mangrove,0,Estonia,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Estonia,marsh,29610.32685709311,Estonia,33474.004151229696,17935.301990028223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,7550633.3485587435,1061712.4724426493,9589121.29564863,5512145.401468857,NA,NA,NA
Estonia,seagrass,15500,Estonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,1674000,NA,NA,NA,NA,NA,NA
Saudi Arabia,mangrove,8104.606409818881,Saudi Arabia,9395.467484214425,7116.358945310024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,3128378.074190088,270452.52815877466,3647646.9282549354,2609109.2201252407,NA,NA,NA
Saudi Arabia,marsh,143.56556077854532,Saudi Arabia,162.2985859179546,86.95924568337381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,36609.21799852906,5147.70901474502,46492.81930683949,26725.61669021862,NA,NA,NA
Saudi Arabia,seagrass,37000,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,3996000,NA,NA,NA,NA,NA,NA
United States Minor Outlying Islands,mangrove,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,NA,NA,NA,NA,NA,NA,NA
United States Minor Outlying Islands,marsh,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,NA,NA,NA,NA,NA,NA,NA
United States Minor Outlying Islands,seagrass,48716,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,5261328,NA,NA,NA,NA,NA,NA
South Africa,mangrove,1352.777276690722,South Africa,1568.2408588199237,1187.8243294241956,119.24340564546551,8,18.323783182324938,155.15736074334313,83.3294505475879,2,239.0911678155117,196.21964130599787,281.96269432502555,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,83.3294505475879,386,351,424,119.24340564546551,155.15736074334313,83.3294505475879,Tier II,161309.7695523999,27355.67521255501,213832.66596050552,108786.87314429428,NA,NA,NA
South Africa,marsh,9865.9862668492,South Africa,11153.340753257284,5975.936840529121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,2515826.4980465462,353756.3338296096,3195038.6589993965,1836614.3370936958,NA,NA,NA
South Africa,seagrass,38103,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,4115124,NA,NA,NA,NA,NA,NA
Chile,mangrove,0,Chile,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Chile,marsh,49554.36096252689,Chile,56020.41789598822,30015.62370706763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,12636362.045444356,1776828.852709428,16047873.442646459,9224850.648242254,NA,NA,NA
Chile,seagrass,200,Chile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,21600,NA,NA,NA,NA,NA,NA
Pakistan,mangrove,50580.15436051102,Pakistan,58636.30775024249,44412.58658810407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,19523939.583157253,1687871.061189138,22764652.020640396,16283227.145674108,NA,NA,NA
Pakistan,marsh,216.11527682291663,Pakistan,244.31488745223064,130.90340992129387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,55109.39558984374,7749.062885920876,69987.59633081182,40231.19484887566,NA,NA,NA
Pakistan,seagrass,NA,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
