territory,habitat,hectare,country,hectare_UpperCI,hectare_LowerCI,stock_MgHa_mean,n,stock_MgHa_se,stock_MgHa_upper_CI,stock_MgHa_lower_CI,n_sites,TierIII_mean,TierIII_LowerCI,TierIII_UpperCI,tierII_gtlt_tier_I,tier_II_overlaps_TierI,tierIII_gtlt_tier_II,tierII_overlaps_tierIII,tierIII_gtlt_tier_I,tierIII_overlaps_tierI,text_position,TierI_mean,TierI_LowerCI,TierI_UpperCI,compiled_EF,compiled_UpperCI,compiled_LowerCI,TierIorII,Total_Stocks,Total_Stocks_se,Total_Stocks_UpperCI,Total_Stocks_LowerCI,Total_SE,Total_Stockers_UpperCI,Total_Stockers_LowerCI
El Salvador,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9428371.428569868,NA,NA,NA,1038875.7071585341,7392175.042539141,11464567.814600594
New Caledonia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9416316.208830308,NA,NA,NA,799582.2928260259,7849134.914891297,10983497.50276932
Guyana,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8812748.158462413,NA,NA,NA,796931.4951270744,7250762.428013347,10374733.888911478
Dominican Republic,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671378.189405223,NA,NA,NA,825653.5637394497,7053097.204475902,10289659.174334545
Sri Lanka,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8546956.92404932,NA,NA,NA,732714.6775380275,7110836.156074786,9983077.692023853
French Guiana,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8174532.560160976,NA,NA,NA,1424956.4710547207,5381617.876893723,10967447.243428228
Ghana,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8154361.774036394,NA,NA,NA,790843.1671153117,6604309.166490383,9704414.381582405
Uruguay,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7861672.2330633225,NA,NA,NA,1082888.2168884706,5739211.32796192,9984133.138164725
Tanzania,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7701223.788793882,NA,NA,NA,605855.9558763452,6513746.115276245,8888701.46231152
Estonia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7550633.3485587435,NA,NA,NA,1040044.870964228,5512145.401468856,9589121.29564863
Denmark,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7484827.397110377,NA,NA,NA,1030980.5793845213,5464105.461516716,9505549.33270404
Japan,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7128583.003070889,NA,NA,NA,981910.5030443355,5204038.417103991,9053127.589037787
Turkey,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6901712.560155263,NA,NA,NA,950660.748270742,5038417.493544608,8765007.626765918
Haiti,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6650458.670229763,NA,NA,NA,617622.6942158727,5439918.189566652,7860999.150892873
Turks and Caicos Islands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6612236.163959988,NA,NA,NA,560558.4347503185,5513541.631849364,7710930.696070612
Italy,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6480376.2286237925,NA,NA,NA,892624.7305843799,4730831.756678408,8229920.700569177
Greece,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5882393.642932392,NA,NA,NA,810256.9751307288,4294289.971676163,7470497.31418862
South Korea,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4933498.68710038,NA,NA,NA,679553.5908794877,3601573.648976584,6265423.7252241755
Egypt,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4905162.949587768,NA,NA,NA,672084.5151175149,3587877.299957439,6222448.599218097
Equatorial Guinea,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4898966.571406899,NA,NA,NA,415245.53344220866,4085085.32586017,5712847.816953628
Germany,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4842703.065820131,NA,NA,NA,957186.9889567583,2966616.5674648853,6718789.564175378
Poland,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4520305.718385573,NA,NA,NA,622639.2622407716,3299932.7643936602,5740678.672377485
Latvia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4433475.217056016,NA,NA,NA,610678.9917068708,3236544.3933105497,5630406.040801483
Jamaica,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4251471.088800471,NA,NA,NA,389741.6862139907,3487577.3838210497,5015364.793779893
Brunei,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4216067.982840934,NA,NA,NA,357564.8582233549,3515240.8607231583,4916895.104958709
Micronesia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4185142.516535896,NA,NA,NA,334485.32853369956,3529551.272609845,4840733.760461947
New Zealand,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945287.311084778,NA,NA,NA,317464.20513717196,3323057.469015921,4567517.153153636
Sweden,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3392324.1073032287,NA,NA,NA,467267.9927071917,2476478.8415971333,4308169.373009324
Benin,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352561.101741533,NA,NA,NA,356076.8322926053,2654650.5104480265,4050471.693035039
Puerto Rico,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3269449.3943168586,NA,NA,NA,280479.0182638931,2719710.5185196283,3819188.270114089
Saudi Arabia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3164987.292188617,NA,NA,NA,269975.74253732536,2635834.836815459,3694139.7475617747
Liberia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3027575.4188991324,NA,NA,NA,257177.70835784497,2523507.110517756,3531643.7272805087
Cayman Islands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2929774.065526978,NA,NA,NA,249032.7579679465,2441669.859909803,3417878.271144153
South Africa,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2677136.267598946,NA,NA,NA,373334.21293926326,1945401.2102379901,3408871.324959902
Spain,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2669504.35946981,NA,NA,NA,0,2669504.35946981,2669504.35946981
Palau,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510386.9635567507,NA,NA,NA,436466.57776022947,1654912.471146701,3365861.4559668005
Trinidad and Tobago,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2458687.6425771965,NA,NA,NA,209155.17498436678,2048743.4996078375,2868631.785546555
North Korea,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2246977.459011426,NA,NA,NA,309504.8154951323,1640348.020640967,2853606.8973818854
Albania,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190568.7268944588,NA,NA,NA,301734.9225858117,1599168.2786262678,2781969.1751626497
Eritrea,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121567.2874740814,NA,NA,NA,179669.26031831952,1769415.5372501751,2473719.0376979876
Netherlands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2063768.9994687617,NA,NA,NA,0,2063768.9994687617,2063768.9994687617
Angola,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927205.0942913154,NA,NA,NA,64237.94550821898,1801298.7210952062,2053111.4674874246
Peru,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891008.4194544624,NA,NA,NA,175435.95186173051,1547153.9538054706,2234862.8851034543
Georgia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763760.2116571832,NA,NA,NA,242945.15136203525,1287587.7149875942,2239932.7083267723
Ireland,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669096.5276907973,NA,NA,NA,0,1669096.5276907973,1669096.5276907973
Tunisia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490570.785118427,NA,NA,NA,205315.29320880797,1088152.8104291633,1892988.7598076905
Croatia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386149.7728849975,NA,NA,NA,190932.05763360942,1011922.939923123,1760376.605846872
Portugal,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293291.2254272783,NA,NA,NA,0,1293291.2254272783,1293291.2254272783
Morocco,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175483.987715265,NA,NA,NA,161914.37670022727,858131.8093828196,1492836.1660477105
Lithuania,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070937.5292866146,NA,NA,NA,147513.8618232934,781810.3601129595,1360064.6984602697
Guadeloupe,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970001.188543479,NA,NA,NA,0,970001.188543479,970001.188543479
Somalia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960700.1512851563,NA,NA,NA,81790.15552653132,800391.4464531549,1121008.8561171577
Côte d'Ivoire,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844461.9823725678,NA,NA,NA,75580.01730322928,696325.1484582383,992598.8162868972
United Arab Emirates,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809366.7243506925,NA,NA,NA,73083.07047034854,666123.9062288094,952609.5424725756
Mauritania,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804565.3290358877,NA,NA,NA,110278.68474879864,588419.1069282424,1020711.5511435331
Algeria,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738744.2275860534,NA,NA,NA,101756.6486660305,539301.1962006337,938187.2589714732
Montenegro,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735881.6215900513,NA,NA,NA,101362.34549352886,537211.4244227348,934551.8187573679
Falkland Islands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708741.8179771475,NA,NA,NA,0,708741.8179771475,708741.8179771475
Bulgaria,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539866.6461283021,NA,NA,NA,74362.70712543288,394115.7401624536,685617.5520941506
Vanuatu,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526258.4416375359,NA,NA,NA,44769.191280842846,438510.82672708394,614006.0565479879
Seychelles,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420655.3399757285,NA,NA,NA,35624.05690765237,350832.18843672983,490478.4915147271
Martinique,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415386.0293251838,NA,NA,NA,35177.814569471375,346437.5127690199,484334.5458813477
Yemen,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414118.37784873793,NA,NA,NA,35070.460914247175,345380.27445681347,482856.4812406624
Timor-Leste,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399936.7967256662,NA,NA,NA,34330.76503050155,332648.49726588314,467225.0961854493
Antigua and Barbuda,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366971.3854759801,NA,NA,NA,31667.978217830438,304902.1481690325,429040.62278292776
Iran,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359024.39774072793,NA,NA,NA,47825.04479131387,265287.30994975276,452761.4855317031
Tonga,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308547.04391314863,NA,NA,NA,26275.654714127646,257046.76067345846,360047.3271528388
Finland,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234368.9785083099,NA,NA,NA,32282.623557296763,171095.03633600823,297642.92068061157
French Southern Territories,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220346.29825341332,NA,NA,NA,18660.476457574645,183771.764396567,256920.83211025962
Djibouti,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205931.0290929743,NA,NA,NA,17439.6899368562,171749.23681673614,240112.82136921244
Togo,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200366.67926641236,NA,NA,NA,24648.18336697386,152056.2398671436,248677.11866568113
Mayotte,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192614.9962414685,NA,NA,NA,16311.994488811764,160643.48704339744,224586.50543953956
Singapore,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190248.46347665897,NA,NA,NA,0,190248.46347665897,190248.46347665897
Congo,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188429.99913591647,NA,NA,NA,18713.238089889364,151752.0524797333,225107.94579209964
Belgium,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173549.98444797966,NA,NA,NA,23905.24911602234,126695.69618057588,220404.27271538344
Qatar,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166637.55927329962,NA,NA,NA,15086.446131346458,137068.12485586054,196206.9936907387
Bosnia and Herzegovina,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162256.37348438113,NA,NA,NA,22349.63627996825,118451.08637564335,206061.6605931189
Samoa,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146373.3724538201,NA,NA,NA,12395.928101996169,122077.35337390762,170669.3915337326
Norway,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141621.6425503357,NA,NA,NA,19507.35205280773,103387.23252683255,179856.05257383885
Sudan,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135928.5574287458,NA,NA,NA,11511.38760177425,113366.23772926826,158490.8771282233
Namibia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113873.72488543091,NA,NA,NA,15685.2780472105,83130.57991289833,144616.8698579635
Oman,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110633.91967189618,NA,NA,NA,10486.450877134932,90080.47595271171,131187.36339108064
Bonaire,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84600.80112866116,NA,NA,NA,7164.591691654983,70558.20141301739,98643.40084430492
Cyprus,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82874.15131567384,NA,NA,NA,11415.312071514149,60500.13965550611,105248.16297584157
Grenada,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81149.91606248301,NA,NA,NA,6872.346439315166,67680.11704142528,94619.71508354074
US Virgin Islands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71785.42798550778,NA,NA,NA,6079.295633911282,59870.008543041666,83700.84742797389
Saint Pierre and Miquelon,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69571.0700785095,NA,NA,NA,9582.909308721511,50788.567833415334,88353.57232360366
Libya,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59137.84015335693,NA,NA,NA,8145.8077080568955,43172.05704556541,75103.62326114844
Saint Lucia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53716.04864991526,NA,NA,NA,4549.053327289793,44799.90412842727,62632.193171403254
Comoros,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45906.35905968335,NA,NA,NA,4091.7102759428367,37886.606918835394,53926.11120053131
Iraq,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45827.34203923341,NA,NA,NA,6312.383324363884,33455.070723480196,58199.61335498662
Slovenia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35580.42517727662,NA,NA,NA,4900.944994159534,25974.572988723936,45186.27736582931
Maldives,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33146.768815840944,NA,NA,NA,2807.101839402413,27644.849210612214,38648.68842106967
Bahrain,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32473.869573068467,NA,NA,NA,2750.115992226372,27083.64222830478,37864.096917832154
Curacao,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30282.33850197686,NA,NA,NA,2564.521705949249,25255.875958316334,35308.80104563739
British Virgin Islands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29880.98568074837,NA,NA,NA,2530.532322278722,24921.142329082075,34840.829032414666
Aruba,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28277.05560473819,NA,NA,NA,2394.700226798898,23583.44316021235,32970.66804926403
Kuwait,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25576.994256713864,NA,NA,NA,3523.045082894189,18671.825894241254,32482.162619186474
Saint Kitts and Nevis,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20036.050199942314,NA,NA,NA,1696.793846878323,16710.3342600608,23361.766139823827
Saint Vincent and the Grenadines,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17963.524796838235,NA,NA,NA,1521.2777987354536,14981.820311316747,20945.229282359724
Barbados,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13469.479183520509,NA,NA,NA,1140.6903641776187,11233.726069732376,15705.232297308641
Guam,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11968.618695687615,NA,NA,NA,1013.586927354278,9981.98831807323,13955.249073302
Northern Mariana Islands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10478.355340184207,NA,NA,NA,887.3809303332824,8739.088716730974,12217.62196363744
Mauritius,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8713.261849878121,NA,NA,NA,737.9003818404984,7266.977101470744,10159.546598285498
